txn_id,utr,amount,fee,net_amount,date,description,status,payment_method,fixture_type
pay_vycs44phh62myz,RAZORPAY6854982274954508,882.42,20.83,861.59,2024-01-21,Payment for ACME Corp - order_9VLU8WPFQ2BH,captured,wallet,clean
pay_gv1bbhg5zmtga4,RAZORPAY5636205015081247,23629.58,557.66,23071.92,2024-01-20,Payment for BlueOcean Pvt Ltd - order_6AYN2D7KI3X7,captured,upi,clean
pay_wkesvr022wgn51,RAZORPAY6559630993842530,120090.21,2834.13,117256.08,2024-01-08,Payment for Fusion Foods - order_NSGZSR8RUW2X,captured,card,clean
pay_wpqo2lngixmc4s,RAZORPAY2548121478539078,12869.78,303.73,12566.05,2024-01-07,Payment for Smart Retail - order_X27DCBHHLK3Y,captured,netbanking,clean
pay_10q2lg1zhqunue,RAZORPAY6690782633373898,964.59,22.76,941.83,2024-01-02,Payment for BlueOcean Pvt Ltd - order_7A34MPYO2TLA,captured,netbanking,clean
pay_dtbyrgc8kixccs,RAZORPAY6636186371597412,299723.01,7073.46,292649.55,2024-01-27,Payment for PrimeServices - order_G4OFDTRC85EH,captured,netbanking,clean
pay_0k5qzzkw3gi60q,RAZORPAY3027169385977790,15121.3,356.86,14764.44,2024-01-29,Payment for Apex Commerce - order_6GUO8I5JWK6Z,captured,wallet,clean
pay_04oae7l0rcti8f,RAZORPAY1856724380701765,1016.52,23.99,992.53,2024-01-06,Payment for CloudBiz - order_34GADKTOC1YF,captured,card,clean
pay_p9mgyh523ggodl,RAZORPAY1647090063353310,411410.56,9709.29,401701.27,2024-01-08,Payment for SwiftPay Inc - order_UGHT7EHMGOLO,captured,netbanking,clean
pay_mvvnxiv9iw6l01,RAZORPAY7189241956252571,23607.49,557.14,23050.35,2024-01-11,Payment for Smart Retail - order_WCNKFHB7V80L,captured,wallet,clean
pay_5cgwfhdv37ic0l,RAZORPAY5533803396852701,137634.71,3248.18,134386.53,2024-01-16,Payment for QuickShop - order_ZIGIKQWJ2C9O,captured,wallet,clean
pay_rlzh6a50nooo0n,RAZORPAY1498282467474689,1046.34,24.69,1021.65,2024-01-17,Payment for CloudBiz - order_L9C59E7F1811,captured,upi,clean
pay_x7ov6sgp3jk8xn,RAZORPAY0502497243992011,9164.7,216.29,8948.41,2024-01-01,Payment for Smart Retail - order_LO50DW1MF07O,captured,upi,clean
pay_h03g95p6dwcdec,RAZORPAY4622522372817932,13963.16,329.53,13633.63,2024-01-20,Payment for PrimeServices - order_BIR1AJ8X2BH2,captured,wallet,clean
pay_v5kz3nwxrog983,RAZORPAY5535669055107620,12696.59,299.64,12396.95,2024-01-16,Payment for GreenLeaf Organics - order_AMB3LPVOWCP7,captured,netbanking,clean
pay_h1xdpzf761hjr6,RAZORPAY9802714872717833,1372.13,32.38,1339.75,2024-01-24,Payment for Apex Commerce - order_EET0DY571VXN,captured,wallet,clean
pay_t49lny2svhotqf,RAZORPAY1159319525690409,833.79,19.68,814.11,2024-01-09,Payment for TechSolutions Ltd - order_74RQVFX2ZVL9,captured,wallet,clean
pay_1otkzh4oe1u24z,RAZORPAY2330276420865675,2053.99,48.47,2005.52,2024-01-26,Payment for Sunrise Traders - order_QFEZKFH00A0U,captured,wallet,clean
pay_kvg019ydq3nwqa,RAZORPAY7201859626301367,75142.43,1773.36,73369.07,2024-01-23,Payment for Sunrise Traders - order_EEX6IV9RYDVN,captured,card,clean
pay_gvgt2eehfu4b9s,RAZORPAY8260688871898131,26210.79,618.57,25592.22,2024-01-11,Payment for Apex Commerce - order_NTP8AK8S2XQU,captured,card,clean
pay_jn6ocjpztc09zg,RAZORPAY3243298395429618,141437.17,3337.92,138099.25,2024-01-22,Payment for TechSolutions Ltd - order_NX3VPF9PAVCE,captured,netbanking,clean
pay_tz5tv6g8om08tv,RAZORPAY2340163611284971,395693.35,9338.36,386354.99,2024-01-25,Payment for Apex Commerce - order_4REASFEN0B09,captured,wallet,clean
pay_8fc0tr58ps0rs9,RAZORPAY7844683414651113,12235.04,288.75,11946.29,2024-01-29,Payment for FastTrack Logistics - order_5ZOW60ZZ0I08,captured,wallet,clean
pay_344krjawo778s6,RAZORPAY3215285067625153,388943.91,9179.08,379764.83,2024-01-16,Payment for PrimeServices - order_764CAQKDM0OA,captured,card,clean
pay_mpm5hgbo06fhrx,RAZORPAY4376545628417722,1958.2,46.21,1911.99,2024-01-04,Payment for TechSolutions Ltd - order_JPT2ZL15S74N,captured,card,clean
pay_i159i3hz3zsg9v,RAZORPAY5690674471639282,141157.32,3331.31,137826.01,2024-01-08,Payment for Sunrise Traders - order_WIEB97PWDBOL,captured,wallet,clean
pay_q6dg8nkdat5l0n,RAZORPAY1454563502000534,3920.53,92.52,3828.01,2024-01-27,Payment for Sunrise Traders - order_2TNXHN5E0EV6,captured,wallet,clean
pay_6cp7savzebu2y0,RAZORPAY4738202368485571,320934.87,7574.06,313360.81,2024-01-19,Payment for Fusion Foods - order_OY58F1N2OJGF,captured,wallet,clean
pay_5b99hexw8l85je,RAZORPAY3448123083402424,10843.78,255.91,10587.87,2024-01-19,Payment for BlueOcean Pvt Ltd - order_6K9WAM0KJAX5,captured,netbanking,clean
pay_gg5gr0xafgovcc,RAZORPAY7354396273652717,8169.37,192.8,7976.57,2024-01-30,Payment for Sunrise Traders - order_I68DS03VNA31,captured,card,clean
pay_itjtabtd5oaiin,RAZORPAY0018513279724572,1624.35,38.33,1586.02,2024-01-20,Payment for TechSolutions Ltd - order_MK7YYZ6R9I8K,captured,netbanking,clean
pay_73zca7fxloz2rc,RAZORPAY2685926249451475,314118.0,7413.18,306704.82,2024-01-05,Payment for CloudBiz - order_U8KD9GNLPYO2,captured,wallet,clean
pay_red6m42fq4t7ph,RAZORPAY3619689313503058,17143.05,404.58,16738.47,2024-01-28,Payment for NextGen Solutions - order_I0EZF0ZPBDUR,captured,card,clean
pay_5b1sa3y5t37szp,RAZORPAY6227284765704120,179.32,4.23,175.09,2024-01-23,Payment for FastTrack Logistics - order_F9S9EHWHG0U4,captured,netbanking,clean
pay_cv1ltwbj9uu2bl,RAZORPAY5634111595034281,107467.45,2536.23,104931.22,2024-01-17,Payment for Apex Commerce - order_7AMKOH109ZDO,captured,card,clean
pay_qekw7bzyi9v8u9,RAZORPAY0422711332288985,26392.34,622.86,25769.48,2024-01-12,Payment for NextGen Solutions - order_DA1L526RQGKC,captured,upi,clean
pay_48nysj5ywx0i3a,RAZORPAY4721970546692758,1262.16,29.79,1232.37,2024-01-06,Payment for TechSolutions Ltd - order_4KFOCNQDQX6Q,captured,wallet,clean
pay_91c329hha1pjgf,RAZORPAY9737147082723590,954.7,22.53,932.17,2024-01-06,Payment for Smart Retail - order_JC5QPH6GB6P8,captured,wallet,clean
pay_67rl2yj0974wxu,RAZORPAY6596089319925502,6918.95,163.29,6755.66,2024-01-01,Payment for CloudBiz - order_B0GZ1VHHGY8N,captured,upi,clean
pay_pkxywz76dd4da7,RAZORPAY5586851276528928,224605.25,5300.68,219304.57,2024-01-07,Payment for TechSolutions Ltd - order_D0WTWS3Y4H1T,captured,netbanking,clean
pay_fn33vm89i9gx32,RAZORPAY6053844446306000,25061.49,591.45,24470.04,2024-01-13,Payment for BlueOcean Pvt Ltd - order_UEW9G6SPD2SW,captured,card,clean
pay_kti221xj7wwudq,RAZORPAY0920981960275233,210.25,4.96,205.29,2024-01-03,Payment for Sunrise Traders - order_VDK6DRN4ORAC,captured,wallet,clean
pay_sjevts1hn6bedy,RAZORPAY2402990155799802,410018.06,9676.43,400341.63,2024-01-22,Payment for Fusion Foods - order_EJHDZXQ3P87J,captured,upi,clean
pay_63q68jov58toe3,RAZORPAY7676945919663955,2016.13,47.58,1968.55,2024-01-29,Payment for CloudBiz - order_PGIHNFLAYZHU,captured,upi,clean
pay_peglnukx496k4o,RAZORPAY8491966553307704,661.04,15.6,645.44,2024-01-16,Payment for CloudBiz - order_67BXCD20J1OU,captured,netbanking,clean
pay_033tayb5bbkjy2,RAZORPAY1591030021563213,20130.17,475.07,19655.1,2024-01-17,Payment for DigiMart - order_NZ7VELFV46WY,captured,wallet,clean
pay_qnrm31sl7zx4de,RAZORPAY3144158331170303,1867.53,44.07,1823.46,2024-01-29,Payment for SwiftPay Inc - order_7NQWHOCPY8UD,captured,card,clean
pay_bjdx0pkovtrpyx,RAZORPAY8754181563268685,217.18,5.13,212.05,2024-01-27,Payment for Apex Commerce - order_8HBBJCDIWZOD,captured,card,clean
pay_6farmgjcy4v8ur,RAZORPAY9401289743251225,826.78,19.51,807.27,2024-01-16,Payment for SwiftPay Inc - order_ID3U94SGFDK0,captured,netbanking,clean
pay_buzphd7ndjwt69,RAZORPAY5458971480263257,2872.93,67.8,2805.13,2024-01-14,Payment for TechSolutions Ltd - order_5G6MLV8JGUZ4,captured,netbanking,clean
pay_kvblpxajmk4x1f,RAZORPAY7284982474140703,21351.98,503.91,20848.07,2024-01-04,Payment for GreenLeaf Organics - order_DJ9HVCHRM3WP,captured,netbanking,clean
pay_n5pepl7zqppoau,RAZORPAY9234268344149782,11368.2,268.29,11099.91,2024-01-05,Payment for PrimeServices - order_8P1WKISETUK1,captured,wallet,clean
pay_su8e6xfwz73whc,RAZORPAY0415914975019803,3994.52,94.27,3900.25,2024-01-27,Payment for Fusion Foods - order_F5SIDASO7KRG,captured,wallet,clean
pay_yozdppbquakx6w,RAZORPAY0223288377441975,493.68,11.65,482.03,2024-01-17,Payment for PrimeServices - order_B68Q0J9M4SMZ,captured,card,clean
pay_vuv3cb0ixryli1,RAZORPAY2446176792988425,15135.75,357.2,14778.55,2024-01-25,Payment for SwiftPay Inc - order_72D50N97CJB0,captured,upi,clean
pay_uwyh36motcg06x,RAZORPAY2983347743326831,1206.35,28.47,1177.88,2024-01-05,Payment for TechSolutions Ltd - order_R3URMWUECPNC,captured,upi,clean
pay_oczdq7jbmjm1ft,RAZORPAY3446512418938984,11600.29,273.77,11326.52,2024-01-20,Payment for PrimeServices - order_07X5IC86Z1B9,captured,wallet,clean
pay_tb1zppep69ngpc,RAZORPAY7835674300038960,5361.68,126.54,5235.14,2024-01-15,Payment for QuickShop - order_IVI052U9AZ3C,captured,upi,clean
pay_72kxsjzsb6zwkh,RAZORPAY4296711148375374,9216.72,217.51,8999.21,2024-01-01,Payment for TechSolutions Ltd - order_E9I0HN3F9ZXQ,captured,netbanking,clean
pay_bktmav6763v1m3,RAZORPAY0496706670336268,2417.98,57.06,2360.92,2024-01-24,Payment for NextGen Solutions - order_PP00CDNZY47Q,captured,wallet,clean
pay_euljgqpq8r4hc7,RAZORPAY4138459609454490,185.68,4.38,181.3,2024-01-08,Payment for ACME Corp - order_JVLCG1J5EWFW,captured,card,clean
pay_siln3ox5fl2mox,RAZORPAY3044058093511871,3653.78,86.23,3567.55,2024-01-26,Payment for DigiMart - order_Q9WFB76AV3S2,captured,wallet,clean
pay_pj4kii1nq0ei05,RAZORPAY1139898681809788,6627.05,156.4,6470.65,2024-01-30,Payment for BlueOcean Pvt Ltd - order_NMS6XVQPU3ET,captured,card,clean
pay_0ebpy9e576mouz,RAZORPAY6682973270216487,427.22,10.08,417.14,2024-01-14,Payment for FastTrack Logistics - order_E66VW9B0MQOQ,captured,card,clean
pay_irbsss7kn18b85,RAZORPAY8120995765728941,460680.67,10872.06,449808.61,2024-01-20,Payment for Smart Retail - order_0PK5LMFKRIG7,captured,netbanking,clean
pay_s3kdz4ppj590em,RAZORPAY2090883070534967,16489.2,389.15,16100.05,2024-01-04,Payment for PrimeServices - order_C20LSJWS1ZL7,captured,upi,clean
pay_prwzbywwimt854,RAZORPAY6334727274231830,471.66,11.13,460.53,2024-01-11,Payment for SwiftPay Inc - order_5YRWVTKH861P,captured,upi,clean
pay_jlopo6j0m3louf,RAZORPAY6277963044836085,12058.41,284.58,11773.83,2024-01-25,Payment for BlueOcean Pvt Ltd - order_HW8WLVA02DZ6,captured,card,clean
pay_orfki1ije2xe0j,RAZORPAY6342556383000818,423930.05,10004.75,413925.3,2024-01-28,Payment for NextGen Solutions - order_DCZ1OA3VF02G,captured,wallet,clean
pay_iarontdi9oinux,RAZORPAY1497646136847488,1228.43,28.99,1199.44,2024-01-25,Payment for NextGen Solutions - order_L39DG5RIFWR0,captured,wallet,clean
pay_zs49cdzn1f0fp8,RAZORPAY0599604387875357,25443.89,600.48,24843.41,2024-01-09,Payment for Sunrise Traders - order_BPG2R0TOKPK7,captured,netbanking,clean
pay_ofc9lgytlcqfmu,RAZORPAY3958947735228705,1379.64,32.56,1347.08,2024-01-07,Payment for Sunrise Traders - order_IW7J35VLWOJT,captured,card,clean
pay_9d2ff5l6bspxls,RAZORPAY1289659994973203,767.9,18.12,749.78,2024-01-09,Payment for FastTrack Logistics - order_EUNNRLST5488,captured,wallet,clean
pay_hmhvl66sajxxo9,RAZORPAY6520575639836520,17842.39,421.08,17421.31,2024-01-26,Payment for DigiMart - order_ZJCUBZQVQG0X,captured,netbanking,clean
pay_6g9znaxoycg1fj,RAZORPAY2161070518439055,1880.06,44.37,1835.69,2024-01-23,Payment for FastTrack Logistics - order_GBVYOW47LUEQ,captured,wallet,clean
pay_zgflig5gkzjrum,RAZORPAY5902035713432406,353.08,8.33,344.75,2024-01-10,Payment for BlueOcean Pvt Ltd - order_XQW3B4NTHZM3,captured,netbanking,clean
pay_w5apmxd6lqga3q,RAZORPAY0182727955969051,1249.07,29.48,1219.59,2024-01-30,Payment for GreenLeaf Organics - order_UPO4JNMYK851,captured,wallet,clean
pay_oqxhglg4p0ft1a,RAZORPAY8249839225014257,3285.27,77.53,3207.74,2024-01-05,Payment for GreenLeaf Organics - order_FDTOHRNQI7NL,captured,netbanking,clean
pay_vocirbkdngflyr,RAZORPAY8157903923555809,310561.27,7329.25,303232.02,2024-01-11,Payment for QuickShop - order_J8GOSD3M0XO3,captured,wallet,clean
pay_29tnyfm7vh30qb,RAZORPAY6604641978575851,28897.83,681.99,28215.84,2024-01-14,Payment for CloudBiz - order_KERN6YJMK3TG,captured,netbanking,clean
pay_i340sqcnf9w5n9,RAZORPAY0863218122764579,12324.22,290.85,12033.37,2024-01-19,Payment for Fusion Foods - order_C70PA8JX54PE,captured,card,clean
pay_xjq2wdizhw0vqp,RAZORPAY6424809624406306,15505.26,365.92,15139.34,2024-01-09,Payment for PrimeServices - order_VTRUML3F4RTG,captured,upi,clean
pay_o11k09ntn8eohd,RAZORPAY8544577029929596,69053.24,1629.66,67423.58,2024-01-29,Payment for Sunrise Traders - order_K5199TMH6K1W,captured,wallet,clean
pay_gbivscuoavfwy8,RAZORPAY7226408572169666,15257.63,360.08,14897.55,2024-01-11,Payment for Fusion Foods - order_AV2OSG6Q0IQZ,captured,upi,clean
pay_595cpjze1xtar0,RAZORPAY9732781952371006,15127.81,357.02,14770.79,2024-01-19,Payment for FastTrack Logistics - order_KO31NZSXPEFJ,captured,netbanking,clean
pay_uv1fkhnnk8fwrp,RAZORPAY7341517734547574,721.21,17.02,704.19,2024-01-17,Payment for Apex Commerce - order_K0ZFKNWBHKVJ,captured,card,clean
pay_hfv0ehruwa0326,RAZORPAY5856728727601534,2153.63,50.83,2102.8,2024-01-19,Payment for SwiftPay Inc - order_0NBW8SJ84TC2,captured,netbanking,clean
pay_hi1rd5b2crprdv,RAZORPAY3372094841312840,20397.2,481.37,19915.83,2024-01-25,Payment for Smart Retail - order_VKAP6ZPXVW19,captured,netbanking,clean
pay_6srg1yd5my3gdi,RAZORPAY4448354884712705,1285.71,30.34,1255.37,2024-01-20,Payment for QuickShop - order_LK1QY7HYLGOG,captured,wallet,clean
pay_1o8m291azhzknl,RAZORPAY4745245557469660,156610.1,3696.0,152914.1,2024-01-02,Payment for SwiftPay Inc - order_2LUHHS4DILRZ,captured,card,clean
pay_khdiu1jtka1c2z,RAZORPAY0548574172156229,4131.21,97.5,4033.71,2024-01-30,Payment for Apex Commerce - order_L46Q5GQQLYZJ,captured,upi,clean
pay_0u92t24d7v911p,RAZORPAY8085096085874951,15874.83,374.65,15500.18,2024-01-13,Payment for ACME Corp - order_JQ50XCXMSY3P,captured,upi,fee_adjusted
pay_hgav42t8llihkp,RAZORPAY5624395873959232,13223.56,312.08,12911.48,2024-01-02,Payment for PrimeServices - order_J7HME6P4NP00,captured,upi,fee_adjusted
pay_hdsrs8anp8dmlc,RAZORPAY1128981231795563,1961.81,46.3,1915.51,2024-01-08,Payment for FastTrack Logistics - order_8XIZX35A806B,captured,upi,fee_adjusted
pay_5dfrlw6jl2l5b5,RAZORPAY0093459626228225,516.03,12.18,503.85,2024-01-28,Payment for PrimeServices - order_6BNVSFA6D9ER,captured,upi,fee_adjusted
pay_e7icdo5digxl9y,RAZORPAY7742585917793238,410429.81,9686.14,400743.67,2024-01-26,Payment for ACME Corp - order_SU51EPXU7B6N,captured,upi,fee_adjusted
pay_jp0xsm9gm51qd4,RAZORPAY3265097753967379,1641.38,38.74,1602.64,2024-01-10,Payment for CloudBiz - order_1J2PATD93EZE,captured,upi,fee_adjusted
pay_btty9gfyw4i7zt,RAZORPAY8268323035892988,68994.6,1628.27,67366.33,2024-01-01,Payment for Smart Retail - order_8PHB8OOSPRLZ,captured,upi,fee_adjusted
pay_imi8fo0vyhfjlw,RAZORPAY9910622723626693,11069.15,261.23,10807.92,2024-01-11,Payment for Apex Commerce - order_SS1VIP3TVF51,captured,upi,fee_adjusted
pay_pw5k0jjsp49cd3,RAZORPAY7692743811995376,2119.25,50.01,2069.24,2024-01-02,Payment for PrimeServices - order_IRVXD2ZU4NS7,captured,upi,fee_adjusted
pay_3w1yaua8d7204j,RAZORPAY1135996605779806,332058.55,7836.58,324221.97,2024-01-21,Payment for DigiMart - order_3M9IQBQ9J2H1,captured,upi,fee_adjusted
pay_1h4rmpnfgaglsx,RAZORPAY7155983541165972,397055.07,9370.5,387684.57,2024-01-13,Payment for CloudBiz - order_KUGWCDZ6X4FM,captured,upi,fee_adjusted
pay_iixhaiaw4otuo4,RAZORPAY4991537038240733,2396.78,56.56,2340.22,2024-01-18,Payment for CloudBiz - order_UW590Z92JN67,captured,upi,fee_adjusted
pay_j4qpvc9aqx6rzc,RAZORPAY3892187851935837,11345.72,267.76,11077.96,2024-01-18,Payment for Smart Retail - order_M8JJ6AVP1EOX,captured,netbanking,timing_drift
pay_00iv1ggxred8u8,RAZORPAY6289509059119186,268738.82,6342.24,262396.58,2024-01-12,Payment for Fusion Foods - order_NOZEMDMZ5RGO,captured,netbanking,timing_drift
pay_u48gwghm56vu6z,RAZORPAY9080512080056409,755.75,17.84,737.91,2024-01-22,Payment for CloudBiz - order_5GF3BBT873LK,captured,card,timing_drift
pay_2bc9r4x1v4dx6u,RAZORPAY9578671815352373,19096.34,450.67,18645.67,2024-01-04,Payment for SwiftPay Inc - order_ZS1XKE1KWONR,captured,netbanking,timing_drift
pay_8nmt3yps4sybhq,RAZORPAY4080314998250800,2481.88,58.57,2423.31,2024-01-08,Payment for GreenLeaf Organics - order_GHLZRUWBN6EK,captured,card,timing_drift
pay_3n4g2jayb1eyce,RAZORPAY6022939469434606,204738.38,4831.83,199906.55,2024-01-04,Payment for Smart Retail - order_F2CTG08ZZKK4,captured,card,timing_drift
pay_n0p1xs910baf4j,RAZORPAY2807711306211369,16194.1,382.18,15811.92,2024-01-03,Payment for SwiftPay Inc - order_GQ6CN8SIWMZA,captured,netbanking,timing_drift
pay_nu31eiwucx67xk,RAZORPAY0116880925502130,2415.81,57.01,2358.8,2024-01-10,Payment for QuickShop - order_WQ0YWM9Q7FTM,captured,netbanking,timing_drift
pay_qq8qmxetizu802,RAZORPAY0642076836253666,202996.71,4790.72,198205.99,2024-01-20,Payment for FastTrack Logistics - order_NQ52NLOQTQ68,captured,card,timing_drift
pay_fli01rv1twbdca,RAZORPAY6862703692492693,6809.78,160.71,6649.07,2024-01-15,Payment for GreenLeaf Organics - order_75LD7M08LCWL,captured,card,timing_drift
pay_b5rr1v9npuqary,BATCH_BATCH1822261896288743_0,75622.4,1784.69,73837.71,2024-01-04,Payment for Sunrise Traders - order_MMDNGWY7D78H,captured,upi,batch
pay_8cv2a6pg4gks6r,BATCH_BATCH1822261896288743_1,1821.81,42.99,1778.82,2024-01-04,Payment for QuickShop - order_6BILQPB01QCT,captured,upi,batch
pay_aukhqnzjnns9pz,BATCH_BATCH1822261896288743_2,465476.22,10985.24,454490.98,2024-01-04,Payment for ACME Corp - order_EMJGKCQY2656,captured,upi,batch
pay_q52dezh0cd8a2i,BATCH_BATCH1312512931100591_0,26462.11,624.51,25837.6,2024-01-05,Payment for ACME Corp - order_BCLTRH9VGKY5,captured,upi,batch
pay_c9j5uge1g41io4,BATCH_BATCH1312512931100591_1,16458.57,388.42,16070.15,2024-01-05,Payment for ACME Corp - order_KOXHJMIA6YKF,captured,upi,batch
pay_0w3c1za0dv6nyy,BATCH_BATCH1312512931100591_2,958.92,22.63,936.29,2024-01-05,Payment for ACME Corp - order_CJ4Q0RR1L9GV,captured,upi,batch
pay_2xgvgdofmaok8t,BATCH_BATCH6775677722660256_0,2883.63,68.05,2815.58,2024-01-21,Payment for Smart Retail - order_IR0P8F8C8CLR,captured,upi,batch
pay_rhr8wmlwwvtmny,BATCH_BATCH6775677722660256_1,1369.09,32.31,1336.78,2024-01-21,Payment for SwiftPay Inc - order_EURANI8Y66W6,captured,upi,batch
pay_ulgelw8ivi3rqa,BATCH_BATCH6775677722660256_2,290848.0,6864.01,283983.99,2024-01-21,Payment for BlueOcean Pvt Ltd - order_SD1WCRV68JQ1,captured,upi,batch
pay_3g7vkc5ssinz4k,BATCH_BATCH2507330559782457_0,124027.42,2927.05,121100.37,2024-01-11,Payment for CloudBiz - order_HKBXPN19QNFP,captured,upi,batch
pay_jzqfe8e5tnlztw,BATCH_BATCH2507330559782457_1,792.85,18.71,774.14,2024-01-11,Payment for TechSolutions Ltd - order_XOL4BKUU5CZE,captured,upi,batch
pay_dfzdmmcmcoco2z,BATCH_BATCH2507330559782457_2,95758.38,2259.9,93498.48,2024-01-11,Payment for SwiftPay Inc - order_TDHF15ICYAXZ,captured,upi,batch
pay_hbirmc5s3ofaww,RAZORPAY2285566084706810,696.76,16.44,680.32,2024-01-22,Payment for Sunrise Traders - order_JNN41JH6OXQQ,captured,upi,missing_in_bank
pay_u5jslhgmrzzqo1,RAZORPAY2106133943945703,13656.5,322.29,13334.21,2024-01-30,Payment for Smart Retail - order_7RV2Y7CDABBA,captured,upi,missing_in_bank
pay_kj752h70yb7rad,RAZORPAY9210533651460401,1195.89,28.22,1167.67,2024-01-14,Payment for SwiftPay Inc - order_I5UUJZR0FCYB,captured,upi,missing_in_bank
pay_54p8ri4bnvqrfx,RAZORPAY0901447340433700,223839.4,5282.61,218556.79,2024-01-22,Payment for SwiftPay Inc - order_NTF0MGOQMK31,captured,upi,missing_in_bank
pay_mw04u923o359ts,RAZORPAY6194255778205829,12409.04,292.85,12116.19,2024-01-22,Payment for DigiMart - order_UJT70Y2RL4N7,captured,upi,missing_in_bank
pay_khw8gakh3ycqe8,RAZORPAY5613723081721436,132963.57,3137.94,129825.63,2024-01-11,Payment for SwiftPay Inc - order_XAVMNKW7WVY9,captured,upi,missing_in_bank
pay_tc0z7q0i9bl14h,RAZORPAY7681699570607174,9534.01,225.0,9309.01,2024-01-24,Payment for Sunrise Traders - order_OAE527PSQZN7,captured,card,duplicate
pay_n0xgnki5vrz38e,RAZORPAY7420495612137730,7282.76,171.87,7110.89,2024-01-16,Payment for PrimeServices - order_FE9VAR2PZ6NT,captured,card,duplicate
pay_njc2gouifezac2,RAZORPAY4576832102192378,4292.32,101.3,4191.02,2024-01-06,Payment for TechSolutions Ltd - order_EXVA5E742GRR,captured,card,duplicate
pay_1blog0nq4i6r8s,RAZORPAY2821781923653460,63331.71,1494.63,61837.08,2024-01-21,Payment for BlueOcean Pvt Ltd - order_O5WISRCVPUZ1,captured,card,duplicate
