ledger_id,reference,amount,date,description,account,type,txn_id,fixture_type
LED20240119C0186,order_OY58F1N2OJGF,320934.87,2024-01-19,Customer payment - Fusion Foods,4003,credit,pay_6cp7savzebu2y0,clean
LED20240119C0187,order_6K9WAM0KJAX5,10843.78,2024-01-19,Customer payment - BlueOcean Pvt Ltd,4003,credit,pay_5b99hexw8l85je,clean
LED20240130C0188,order_I68DS03VNA31,8169.37,2024-01-30,Customer payment - Sunrise Traders,4002,credit,pay_gg5gr0xafgovcc,clean
LED20240120C0189,order_MK7YYZ6R9I8K,1624.35,2024-01-20,Customer payment - TechSolutions Ltd,4001,credit,pay_itjtabtd5oaiin,clean
LED20240105C0190,order_U8KD9GNLPYO2,314118.0,2024-01-05,Customer payment - CloudBiz,4003,credit,pay_73zca7fxloz2rc,clean
LED20240128C0191,order_I0EZF0ZPBDUR,17143.05,2024-01-28,Customer payment - NextGen Solutions,4001,credit,pay_red6m42fq4t7ph,clean
LED20240123C0192,order_F9S9EHWHG0U4,179.32,2024-01-23,Customer payment - FastTrack Logistics,4002,credit,pay_5b1sa3y5t37szp,clean
LED20240117C0193,order_7AMKOH109ZDO,107467.45,2024-01-17,Customer payment - Apex Commerce,4002,credit,pay_cv1ltwbj9uu2bl,clean
LED20240112C0194,order_DA1L526RQGKC,26392.34,2024-01-12,Customer payment - NextGen Solutions,4002,credit,pay_qekw7bzyi9v8u9,clean
LED20240106C0195,order_4KFOCNQDQX6Q,1262.16,2024-01-06,Customer payment - TechSolutions Ltd,4002,credit,pay_48nysj5ywx0i3a,clean
LED20240106C0196,order_JC5QPH6GB6P8,954.7,2024-01-06,Customer payment - Smart Retail,4003,credit,pay_91c329hha1pjgf,clean
LED20240101C0197,order_B0GZ1VHHGY8N,6918.95,2024-01-01,Customer payment - CloudBiz,4003,credit,pay_67rl2yj0974wxu,clean
LED20240107C0198,order_D0WTWS3Y4H1T,224605.25,2024-01-07,Customer payment - TechSolutions Ltd,4002,credit,pay_pkxywz76dd4da7,clean
LED20240113C0199,order_UEW9G6SPD2SW,25061.49,2024-01-13,Customer payment - BlueOcean Pvt Ltd,4001,credit,pay_fn33vm89i9gx32,clean
LED20240103C0200,order_VDK6DRN4ORAC,210.25,2024-01-03,Customer payment - Sunrise Traders,4003,credit,pay_kti221xj7wwudq,clean
LED20240122C0201,order_EJHDZXQ3P87J,410018.06,2024-01-22,Customer payment - Fusion Foods,4003,credit,pay_sjevts1hn6bedy,clean
LED20240129C0202,order_PGIHNFLAYZHU,2016.13,2024-01-29,Customer payment - CloudBiz,4003,credit,pay_63q68jov58toe3,clean
LED20240116C0203,order_67BXCD20J1OU,661.04,2024-01-16,Customer payment - CloudBiz,4002,credit,pay_peglnukx496k4o,clean
LED20240117C0204,order_NZ7VELFV46WY,20130.17,2024-01-17,Customer payment - DigiMart,4002,credit,pay_033tayb5bbkjy2,clean
LED20240129C0205,order_7NQWHOCPY8UD,1867.53,2024-01-29,Customer payment - SwiftPay Inc,4002,credit,pay_qnrm31sl7zx4de,clean
LED20240127C0206,order_8HBBJCDIWZOD,217.18,2024-01-27,Customer payment - Apex Commerce,4001,credit,pay_bjdx0pkovtrpyx,clean
LED20240116C0207,order_ID3U94SGFDK0,826.78,2024-01-16,Customer payment - SwiftPay Inc,4002,credit,pay_6farmgjcy4v8ur,clean
LED20240114C0208,order_5G6MLV8JGUZ4,2872.93,2024-01-14,Customer payment - TechSolutions Ltd,4001,credit,pay_buzphd7ndjwt69,clean
LED20240104C0209,order_DJ9HVCHRM3WP,21351.98,2024-01-04,Customer payment - GreenLeaf Organics,4002,credit,pay_kvblpxajmk4x1f,clean
LED20240105C0210,order_8P1WKISETUK1,11368.2,2024-01-05,Customer payment - PrimeServices,4003,credit,pay_n5pepl7zqppoau,clean
LED20240127C0211,order_F5SIDASO7KRG,3994.52,2024-01-27,Customer payment - Fusion Foods,4003,credit,pay_su8e6xfwz73whc,clean
LED20240117C0212,order_B68Q0J9M4SMZ,493.68,2024-01-17,Customer payment - PrimeServices,4003,credit,pay_yozdppbquakx6w,clean
LED20240125C0213,order_72D50N97CJB0,15135.75,2024-01-25,Customer payment - SwiftPay Inc,4002,credit,pay_vuv3cb0ixryli1,clean
LED20240105C0214,order_R3URMWUECPNC,1206.35,2024-01-05,Customer payment - TechSolutions Ltd,4001,credit,pay_uwyh36motcg06x,clean
LED20240120C0215,order_07X5IC86Z1B9,11600.29,2024-01-20,Customer payment - PrimeServices,4002,credit,pay_oczdq7jbmjm1ft,clean
LED20240115C0216,order_IVI052U9AZ3C,5361.68,2024-01-15,Customer payment - QuickShop,4003,credit,pay_tb1zppep69ngpc,clean
LED20240101C0217,order_E9I0HN3F9ZXQ,9216.72,2024-01-01,Customer payment - TechSolutions Ltd,4002,credit,pay_72kxsjzsb6zwkh,clean
LED20240124C0218,order_PP00CDNZY47Q,2417.98,2024-01-24,Customer payment - NextGen Solutions,4001,credit,pay_bktmav6763v1m3,clean
LED20240108C0219,order_JVLCG1J5EWFW,185.68,2024-01-08,Customer payment - ACME Corp,4002,credit,pay_euljgqpq8r4hc7,clean
LED20240126C0220,order_Q9WFB76AV3S2,3653.78,2024-01-26,Customer payment - DigiMart,4001,credit,pay_siln3ox5fl2mox,clean
LED20240130C0221,order_NMS6XVQPU3ET,6627.05,2024-01-30,Customer payment - BlueOcean Pvt Ltd,4002,credit,pay_pj4kii1nq0ei05,clean
LED20240114C0222,order_E66VW9B0MQOQ,427.22,2024-01-14,Customer payment - FastTrack Logistics,4003,credit,pay_0ebpy9e576mouz,clean
LED20240120C0223,order_0PK5LMFKRIG7,460680.67,2024-01-20,Customer payment - Smart Retail,4001,credit,pay_irbsss7kn18b85,clean
LED20240104C0224,order_C20LSJWS1ZL7,16489.2,2024-01-04,Customer payment - PrimeServices,4003,credit,pay_s3kdz4ppj590em,clean
LED20240111C0225,order_5YRWVTKH861P,471.66,2024-01-11,Customer payment - SwiftPay Inc,4002,credit,pay_prwzbywwimt854,clean
LED20240125C0226,order_HW8WLVA02DZ6,12058.41,2024-01-25,Customer payment - BlueOcean Pvt Ltd,4001,credit,pay_jlopo6j0m3louf,clean
LED20240128C0227,order_DCZ1OA3VF02G,423930.05,2024-01-28,Customer payment - NextGen Solutions,4001,credit,pay_orfki1ije2xe0j,clean
LED20240125C0228,order_L39DG5RIFWR0,1228.43,2024-01-25,Customer payment - NextGen Solutions,4002,credit,pay_iarontdi9oinux,clean
LED20240109C0229,order_BPG2R0TOKPK7,25443.89,2024-01-09,Customer payment - Sunrise Traders,4001,credit,pay_zs49cdzn1f0fp8,clean
LED20240107C0230,order_IW7J35VLWOJT,1379.64,2024-01-07,Customer payment - Sunrise Traders,4001,credit,pay_ofc9lgytlcqfmu,clean
LED20240109C0231,order_EUNNRLST5488,767.9,2024-01-09,Customer payment - FastTrack Logistics,4002,credit,pay_9d2ff5l6bspxls,clean
LED20240126C0232,order_ZJCUBZQVQG0X,17842.39,2024-01-26,Customer payment - DigiMart,4003,credit,pay_hmhvl66sajxxo9,clean
LED20240123C0233,order_GBVYOW47LUEQ,1880.06,2024-01-23,Customer payment - FastTrack Logistics,4001,credit,pay_6g9znaxoycg1fj,clean
LED20240110C0234,order_XQW3B4NTHZM3,353.08,2024-01-10,Customer payment - BlueOcean Pvt Ltd,4001,credit,pay_zgflig5gkzjrum,clean
LED20240130C0235,order_UPO4JNMYK851,1249.07,2024-01-30,Customer payment - GreenLeaf Organics,4003,credit,pay_w5apmxd6lqga3q,clean
LED20240105C0236,order_FDTOHRNQI7NL,3285.27,2024-01-05,Customer payment - GreenLeaf Organics,4003,credit,pay_oqxhglg4p0ft1a,clean
LED20240111C0237,order_J8GOSD3M0XO3,310561.27,2024-01-11,Customer payment - QuickShop,4001,credit,pay_vocirbkdngflyr,clean
LED20240114C0238,order_KERN6YJMK3TG,28897.83,2024-01-14,Customer payment - CloudBiz,4001,credit,pay_29tnyfm7vh30qb,clean
LED20240119C0239,order_C70PA8JX54PE,12324.22,2024-01-19,Customer payment - Fusion Foods,4001,credit,pay_i340sqcnf9w5n9,clean
LED20240109C0240,order_VTRUML3F4RTG,15505.26,2024-01-09,Customer payment - PrimeServices,4003,credit,pay_xjq2wdizhw0vqp,clean
LED20240129C0241,order_K5199TMH6K1W,69053.24,2024-01-29,Customer payment - Sunrise Traders,4002,credit,pay_o11k09ntn8eohd,clean
LED20240111C0242,order_AV2OSG6Q0IQZ,15257.63,2024-01-11,Customer payment - Fusion Foods,4001,credit,pay_gbivscuoavfwy8,clean
LED20240119C0243,order_KO31NZSXPEFJ,15127.81,2024-01-19,Customer payment - FastTrack Logistics,4002,credit,pay_595cpjze1xtar0,clean
LED20240117C0244,order_K0ZFKNWBHKVJ,721.21,2024-01-17,Customer payment - Apex Commerce,4003,credit,pay_uv1fkhnnk8fwrp,clean
LED20240119C0245,order_0NBW8SJ84TC2,2153.63,2024-01-19,Customer payment - SwiftPay Inc,4001,credit,pay_hfv0ehruwa0326,clean
LED20240125C0246,order_VKAP6ZPXVW19,20397.2,2024-01-25,Customer payment - Smart Retail,4001,credit,pay_hi1rd5b2crprdv,clean
LED20240120C0247,order_LK1QY7HYLGOG,1285.71,2024-01-20,Customer payment - QuickShop,4002,credit,pay_6srg1yd5my3gdi,clean
LED20240102C0248,order_2LUHHS4DILRZ,156610.1,2024-01-02,Customer payment - SwiftPay Inc,4003,credit,pay_1o8m291azhzknl,clean
LED20240130C0249,order_L46Q5GQQLYZJ,4131.21,2024-01-30,Customer payment - Apex Commerce,4002,credit,pay_khdiu1jtka1c2z,clean
LED20240113FA000,order_JQ50XCXMSY3P,15874.83,2024-01-13,Customer payment - ACME Corp,4001,credit,pay_0u92t24d7v911p,fee_adjusted
LED20240102FA001,order_J7HME6P4NP00,13223.56,2024-01-02,Customer payment - PrimeServices,4001,credit,pay_hgav42t8llihkp,fee_adjusted
LED20240108FA002,order_8XIZX35A806B,1961.81,2024-01-08,Customer payment - FastTrack Logistics,4001,credit,pay_hdsrs8anp8dmlc,fee_adjusted
LED20240128FA003,order_6BNVSFA6D9ER,516.03,2024-01-28,Customer payment - PrimeServices,4001,credit,pay_5dfrlw6jl2l5b5,fee_adjusted
LED20240126FA004,order_SU51EPXU7B6N,410429.81,2024-01-26,Customer payment - ACME Corp,4001,credit,pay_e7icdo5digxl9y,fee_adjusted
LED20240110FA005,order_1J2PATD93EZE,1641.38,2024-01-10,Customer payment - CloudBiz,4001,credit,pay_jp0xsm9gm51qd4,fee_adjusted
LED20240101FA006,order_8PHB8OOSPRLZ,68994.6,2024-01-01,Customer payment - Smart Retail,4001,credit,pay_btty9gfyw4i7zt,fee_adjusted
LED20240111FA007,order_SS1VIP3TVF51,11069.15,2024-01-11,Customer payment - Apex Commerce,4001,credit,pay_imi8fo0vyhfjlw,fee_adjusted
LED20240102FA008,order_IRVXD2ZU4NS7,2119.25,2024-01-02,Customer payment - PrimeServices,4001,credit,pay_pw5k0jjsp49cd3,fee_adjusted
LED20240121FA009,order_3M9IQBQ9J2H1,332058.55,2024-01-21,Customer payment - DigiMart,4001,credit,pay_3w1yaua8d7204j,fee_adjusted
LED20240113FA010,order_KUGWCDZ6X4FM,397055.07,2024-01-13,Customer payment - CloudBiz,4001,credit,pay_1h4rmpnfgaglsx,fee_adjusted
LED20240118FA011,order_UW590Z92JN67,2396.78,2024-01-18,Customer payment - CloudBiz,4001,credit,pay_iixhaiaw4otuo4,fee_adjusted
LED20240118TD000,order_M8JJ6AVP1EOX,11345.72,2024-01-18,Customer payment - Smart Retail,4001,credit,pay_j4qpvc9aqx6rzc,timing_drift
LED20240112TD001,order_NOZEMDMZ5RGO,268738.82,2024-01-12,Customer payment - Fusion Foods,4001,credit,pay_00iv1ggxred8u8,timing_drift
LED20240122TD002,order_5GF3BBT873LK,755.75,2024-01-22,Customer payment - CloudBiz,4001,credit,pay_u48gwghm56vu6z,timing_drift
LED20240104TD003,order_ZS1XKE1KWONR,19096.34,2024-01-04,Customer payment - SwiftPay Inc,4001,credit,pay_2bc9r4x1v4dx6u,timing_drift
LED20240108TD004,order_GHLZRUWBN6EK,2481.88,2024-01-08,Customer payment - GreenLeaf Organics,4001,credit,pay_8nmt3yps4sybhq,timing_drift
LED20240104TD005,order_F2CTG08ZZKK4,204738.38,2024-01-04,Customer payment - Smart Retail,4001,credit,pay_3n4g2jayb1eyce,timing_drift
LED20240103TD006,order_GQ6CN8SIWMZA,16194.1,2024-01-03,Customer payment - SwiftPay Inc,4001,credit,pay_n0p1xs910baf4j,timing_drift
LED20240110TD007,order_WQ0YWM9Q7FTM,2415.81,2024-01-10,Customer payment - QuickShop,4001,credit,pay_nu31eiwucx67xk,timing_drift
LED20240120TD008,order_NQ52NLOQTQ68,202996.71,2024-01-20,Customer payment - FastTrack Logistics,4001,credit,pay_qq8qmxetizu802,timing_drift
LED20240115TD009,order_75LD7M08LCWL,6809.78,2024-01-15,Customer payment - GreenLeaf Organics,4001,credit,pay_fli01rv1twbdca,timing_drift
LED20240104BA000,order_MMDNGWY7D78H,75622.4,2024-01-04,Customer payment - Sunrise Traders,4001,credit,pay_b5rr1v9npuqary,batch
LED20240104BA001,order_6BILQPB01QCT,1821.81,2024-01-04,Customer payment - QuickShop,4001,credit,pay_8cv2a6pg4gks6r,batch
LED20240104BA002,order_EMJGKCQY2656,465476.22,2024-01-04,Customer payment - ACME Corp,4001,credit,pay_aukhqnzjnns9pz,batch
LED20240105BA010,order_BCLTRH9VGKY5,26462.11,2024-01-05,Customer payment - ACME Corp,4001,credit,pay_q52dezh0cd8a2i,batch
LED20240105BA011,order_KOXHJMIA6YKF,16458.57,2024-01-05,Customer payment - ACME Corp,4001,credit,pay_c9j5uge1g41io4,batch
LED20240105BA012,order_CJ4Q0RR1L9GV,958.92,2024-01-05,Customer payment - ACME Corp,4001,credit,pay_0w3c1za0dv6nyy,batch
LED20240121BA020,order_IR0P8F8C8CLR,2883.63,2024-01-21,Customer payment - Smart Retail,4001,credit,pay_2xgvgdofmaok8t,batch
LED20240121BA021,order_EURANI8Y66W6,1369.09,2024-01-21,Customer payment - SwiftPay Inc,4001,credit,pay_rhr8wmlwwvtmny,batch
LED20240121BA022,order_SD1WCRV68JQ1,290848.0,2024-01-21,Customer payment - BlueOcean Pvt Ltd,4001,credit,pay_ulgelw8ivi3rqa,batch
LED20240111BA030,order_HKBXPN19QNFP,124027.42,2024-01-11,Customer payment - CloudBiz,4001,credit,pay_3g7vkc5ssinz4k,batch
LED20240111BA031,order_XOL4BKUU5CZE,792.85,2024-01-11,Customer payment - TechSolutions Ltd,4001,credit,pay_jzqfe8e5tnlztw,batch
LED20240111BA032,order_TDHF15ICYAXZ,95758.38,2024-01-11,Customer payment - SwiftPay Inc,4001,credit,pay_dfzdmmcmcoco2z,batch
